Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
24,0.7316,0.0478,0.0027,0.1467,0.0130,0.0075,0.0284,0.0122,0.0003,0.0099
25,0.8953,0.0123,0.0020,0.0072,0.0130,0.0027,0.0203,0.0391,0.0002,0.0080
26,0.1578,0.0457,0.0012,0.7458,0.0084,0.0113,0.0119,0.0021,0.0011,0.0148
27,0.1201,0.2611,0.0575,0.0127,0.0200,0.4378,0.0173,0.0005,0.0708,0.0023
28,0.2359,0.0040,0.0409,0.0051,0.0617,0.0419,0.0266,0.5448,0.0057,0.0333
29,0.3492,0.0069,0.0080,0.0149,0.1876,0.1314,0.0586,0.1686,0.0112,0.0636
30,0.9750,0.0095,0.0007,0.0015,0.0065,0.0012,0.0032,0.0017,0.0001,0.0006
31,0.1232,0.0464,0.0011,0.7874,0.0068,0.0050,0.0126,0.0028,0.0010,0.0136
32,0.9957,0.0015,0.0001,0.0001,0.0012,0.0001,0.0008,0.0004,0.0000,0.0002
33,0.5554,0.0123,0.0017,0.0141,0.1018,0.0123,0.1163,0.1382,0.0008,0.0470
34,0.9042,0.0092,0.0006,0.0028,0.0244,0.0050,0.0240,0.0237,0.0002,0.0058
35,0.1825,0.1310,0.0007,0.6579,0.0061,0.0060,0.0099,0.0007,0.0004,0.0048
36,0.7468,0.1305,0.0017,0.0801,0.0149,0.0036,0.0179,0.0021,0.0001,0.0022
37,0.9877,0.0047,0.0005,0.0006,0.0022,0.0005,0.0020,0.0012,0.0000,0.0005
38,0.9951,0.0012,0.0001,0.0001,0.0016,0.0001,0.0010,0.0006,0.0000,0.0002
39,0.9837,0.0131,0.0002,0.0008,0.0011,0.0002,0.0007,0.0002,0.0000,0.0002
40,0.3514,0.0922,0.0019,0.5046,0.0110,0.0102,0.0182,0.0020,0.0005,0.0080
41,0.7609,0.0299,0.0021,0.0108,0.0838,0.0192,0.0546,0.0306,0.0004,0.0077
42,0.3635,0.6029,0.0117,0.0084,0.0034,0.0043,0.0039,0.0004,0.0005,0.0008
43,0.5976,0.0680,0.0085,0.0425,0.0943,0.0843,0.0333,0.0586,0.0016,0.0114
44,0.9244,0.0227,0.0056,0.0050,0.0109,0.0035,0.0084,0.0152,0.0002,0.0040
45,0.9051,0.0686,0.0051,0.0083,0.0038,0.0014,0.0049,0.0013,0.0002,0.0012
46,0.2721,0.7151,0.0028,0.0061,0.0009,0.0004,0.0022,0.0001,0.0001,0.0002
47,0.1343,0.8523,0.0019,0.0079,0.0007,0.0005,0.0022,0.0000,0.0001,0.0001
48,0.7489,0.2035,0.0021,0.0281,0.0068,0.0014,0.0076,0.0005,0.0001,0.0011
49,0.6516,0.0595,0.0013,0.2393,0.0059,0.0037,0.0141,0.0191,0.0003,0.0053
50,0.8808,0.0188,0.0010,0.0153,0.0288,0.0082,0.0280,0.0129,0.0003,0.0059
51,0.1382,0.8517,0.0013,0.0060,0.0003,0.0010,0.0010,0.0001,0.0001,0.0002
52,0.3738,0.0041,0.0051,0.0098,0.2119,0.0451,0.0450,0.2489,0.0022,0.0541
53,0.5410,0.0395,0.0032,0.0252,0.1223,0.2003,0.0424,0.0048,0.0070,0.0141
54,0.4505,0.0034,0.0073,0.0047,0.0195,0.0113,0.0179,0.4596,0.0007,0.0251
55,0.7487,0.0654,0.1048,0.0007,0.0363,0.0335,0.0055,0.0026,0.0013,0.0009
56,0.0609,0.0168,0.7325,0.0036,0.0158,0.0255,0.0072,0.0026,0.1313,0.0038
57,0.2395,0.0495,0.0043,0.3869,0.1056,0.0720,0.0564,0.0083,0.0107,0.0669
58,0.9934,0.0033,0.0002,0.0002,0.0012,0.0002,0.0010,0.0004,0.0000,0.0002
59,0.0514,0.0261,0.7855,0.0019,0.0091,0.0577,0.0076,0.0014,0.0575,0.0019
60,0.9829,0.0054,0.0004,0.0009,0.0039,0.0012,0.0033,0.0012,0.0001,0.0007
61,0.5784,0.0184,0.0012,0.0908,0.0598,0.0278,0.1160,0.0598,0.0008,0.0470
62,0.7268,0.0065,0.0053,0.0027,0.0375,0.0096,0.0224,0.1757,0.0006,0.0127
63,0.5817,0.0221,0.0017,0.2081,0.0280,0.0277,0.0555,0.0385,0.0007,0.0361
64,0.9968,0.0007,0.0001,0.0001,0.0011,0.0001,0.0005,0.0004,0.0000,0.0001
65,0.3284,0.1466,0.0102,0.1221,0.0745,0.2315,0.0345,0.0019,0.0352,0.0151
66,0.7279,0.2231,0.0050,0.0240,0.0051,0.0015,0.0103,0.0011,0.0002,0.0018
67,0.8019,0.0079,0.0023,0.0066,0.0245,0.0064,0.0355,0.1004,0.0003,0.0144
68,0.2725,0.4776,0.0023,0.2144,0.0096,0.0056,0.0153,0.0004,0.0004,0.0020
69,0.3889,0.4664,0.0026,0.1148,0.0072,0.0042,0.0138,0.0005,0.0003,0.0013
70,0.7441,0.0082,0.0012,0.0059,0.0669,0.0064,0.0563,0.0912,0.0003,0.0195
71,0.9970,0.0011,0.0001,0.0001,0.0011,0.0001,0.0003,0.0002,0.0000,0.0001
72,0.8846,0.0387,0.0019,0.0069,0.0373,0.0051,0.0152,0.0077,0.0001,0.0025
73,0.5355,0.0124,0.0013,0.0285,0.0265,0.0259,0.0290,0.3239,0.0004,0.0165
74,0.4055,0.0044,0.0039,0.0178,0.0535,0.0191,0.0494,0.3726,0.0012,0.0725
75,0.9587,0.0050,0.0013,0.0009,0.0082,0.0023,0.0046,0.0172,0.0001,0.0017
76,0.0862,0.5937,0.0533,0.0515,0.0123,0.1141,0.0169,0.0002,0.0693,0.0025
77,0.9893,0.0045,0.0002,0.0008,0.0023,0.0007,0.0013,0.0003,0.0001,0.0004
78,0.0729,0.0237,0.7347,0.0031,0.0075,0.0375,0.0074,0.0021,0.1085,0.0026
79,0.0563,0.0947,0.0460,0.0240,0.0690,0.3446,0.0289,0.0025,0.3255,0.0084
80,0.3784,0.0087,0.0015,0.0929,0.1083,0.0306,0.1182,0.1394,0.0018,0.1201
81,0.1095,0.0575,0.2010,0.0106,0.0331,0.1626,0.0237,0.0028,0.3899,0.0092
82,0.9921,0.0034,0.0001,0.0005,0.0014,0.0002,0.0016,0.0004,0.0000,0.0003
83,0.9822,0.0113,0.0002,0.0013,0.0016,0.0003,0.0025,0.0003,0.0000,0.0004
84,0.9372,0.0498,0.0003,0.0049,0.0019,0.0004,0.0045,0.0004,0.0000,0.0006
85,0.0621,0.0501,0.7528,0.0020,0.0077,0.0292,0.0069,0.0019,0.0857,0.0016
86,0.9866,0.0030,0.0006,0.0004,0.0037,0.0011,0.0021,0.0020,0.0001,0.0004
87,0.3651,0.0473,0.0005,0.5450,0.0073,0.0103,0.0143,0.0021,0.0005,0.0075
88,0.2017,0.1945,0.0398,0.0457,0.0683,0.3236,0.0290,0.0016,0.0841,0.0118
89,0.5560,0.0083,0.0011,0.0952,0.0142,0.0172,0.0212,0.2561,0.0005,0.0301
90,0.7985,0.0053,0.0014,0.0033,0.0208,0.0054,0.0247,0.1312,0.0002,0.0092
91,0.2767,0.0056,0.0032,0.0363,0.1939,0.0899,0.0821,0.1791,0.0074,0.1259
92,0.6722,0.0265,0.0289,0.0023,0.1452,0.0448,0.0351,0.0295,0.0043,0.0112
93,0.9948,0.0013,0.0001,0.0001,0.0019,0.0002,0.0008,0.0006,0.0000,0.0002
94,0.9968,0.0014,0.0001,0.0001,0.0008,0.0001,0.0004,0.0003,0.0000,0.0001
95,0.9857,0.0073,0.0004,0.0010,0.0019,0.0006,0.0018,0.0005,0.0002,0.0007
96,0.7705,0.0106,0.0021,0.0305,0.0157,0.0043,0.0340,0.1105,0.0002,0.0216
97,0.0772,0.0222,0.0043,0.0303,0.1735,0.6232,0.0301,0.0059,0.0219,0.0115
98,0.5459,0.0232,0.0056,0.0985,0.0245,0.0274,0.0354,0.2017,0.0008,0.0371
99,0.7311,0.0639,0.0033,0.1345,0.0199,0.0049,0.0278,0.0060,0.0003,0.0082
100,0.3472,0.0011,0.0014,0.0043,0.0687,0.0075,0.0315,0.4821,0.0008,0.0554
101,0.9951,0.0021,0.0001,0.0001,0.0010,0.0001,0.0009,0.0003,0.0000,0.0002
102,0.3270,0.0328,0.0008,0.5847,0.0095,0.0073,0.0177,0.0034,0.0005,0.0162
103,0.2888,0.0096,0.0109,0.0835,0.1912,0.1077,0.0630,0.0910,0.0252,0.1292
104,0.6560,0.0119,0.0012,0.1310,0.0313,0.0103,0.0688,0.0410,0.0006,0.0479
105,0.1619,0.8203,0.0057,0.0065,0.0016,0.0011,0.0024,0.0001,0.0001,0.0002
106,0.9762,0.0186,0.0004,0.0010,0.0014,0.0002,0.0017,0.0003,0.0000,0.0003
107,0.7375,0.0058,0.0014,0.0036,0.0436,0.0089,0.0179,0.1734,0.0003,0.0077
108,0.9961,0.0016,0.0001,0.0001,0.0008,0.0001,0.0007,0.0003,0.0000,0.0002
109,0.4184,0.4206,0.0039,0.1250,0.0071,0.0055,0.0165,0.0009,0.0004,0.0017
110,0.9772,0.0021,0.0001,0.0013,0.0024,0.0003,0.0022,0.0134,0.0000,0.0011
111,0.3260,0.1215,0.0805,0.0780,0.0304,0.2386,0.0285,0.0176,0.0534,0.0254
112,0.1225,0.8337,0.0338,0.0033,0.0017,0.0025,0.0018,0.0002,0.0003,0.0002
113,0.9409,0.0072,0.0012,0.0023,0.0128,0.0028,0.0098,0.0201,0.0001,0.0028
114,0.8924,0.0071,0.0015,0.0035,0.0183,0.0040,0.0228,0.0417,0.0002,0.0084
115,0.9954,0.0011,0.0001,0.0001,0.0015,0.0001,0.0008,0.0007,0.0000,0.0002
116,0.2660,0.0061,0.0028,0.0722,0.1497,0.1187,0.0717,0.1895,0.0049,0.1184
117,0.9927,0.0026,0.0002,0.0002,0.0026,0.0002,0.0007,0.0005,0.0000,0.0002
118,0.9923,0.0029,0.0001,0.0003,0.0017,0.0003,0.0016,0.0006,0.0000,0.0003
119,0.9961,0.0016,0.0001,0.0001,0.0009,0.0001,0.0006,0.0003,0.0000,0.0001
120,0.9807,0.0083,0.0014,0.0006,0.0049,0.0009,0.0017,0.0012,0.0001,0.0004
121,0.9295,0.0085,0.0006,0.0023,0.0345,0.0054,0.0088,0.0083,0.0003,0.0020
122,0.9960,0.0015,0.0001,0.0001,0.0010,0.0001,0.0008,0.0003,0.0000,0.0002
123,0.0952,0.2851,0.0184,0.4265,0.0243,0.0825,0.0274,0.0016,0.0313,0.0075
124,0.9954,0.0021,0.0001,0.0002,0.0010,0.0001,0.0007,0.0003,0.0000,0.0001
125,0.1205,0.0085,0.8356,0.0013,0.0061,0.0080,0.0032,0.0025,0.0131,0.0012
126,0.3165,0.0562,0.0131,0.0529,0.0974,0.3983,0.0247,0.0046,0.0157,0.0206
127,0.5524,0.0063,0.0024,0.0229,0.0747,0.0274,0.0704,0.1850,0.0019,0.0565
128,0.9962,0.0010,0.0001,0.0001,0.0011,0.0001,0.0008,0.0005,0.0000,0.0002
129,0.7147,0.0927,0.0026,0.1537,0.0122,0.0035,0.0141,0.0020,0.0004,0.0042
130,0.2915,0.6579,0.0012,0.0432,0.0008,0.0012,0.0036,0.0001,0.0001,0.0004
131,0.3169,0.0404,0.0156,0.0051,0.0895,0.4919,0.0211,0.0015,0.0146,0.0034
132,0.9668,0.0051,0.0010,0.0006,0.0080,0.0013,0.0065,0.0092,0.0001,0.0015
133,0.9805,0.0046,0.0002,0.0010,0.0051,0.0008,0.0048,0.0019,0.0001,0.0011
134,0.1223,0.0090,0.0123,0.0230,0.3668,0.2184,0.0606,0.0729,0.0400,0.0747
135,0.3221,0.6360,0.0032,0.0264,0.0045,0.0014,0.0054,0.0002,0.0001,0.0006
136,0.2701,0.4194,0.0025,0.2778,0.0105,0.0050,0.0119,0.0004,0.0004,0.0020
137,0.1000,0.0158,0.0079,0.0137,0.1288,0.6532,0.0263,0.0053,0.0394,0.0096
138,0.1401,0.0051,0.7551,0.0008,0.0244,0.0354,0.0079,0.0066,0.0224,0.0024
139,0.2772,0.0310,0.0320,0.0229,0.0645,0.5200,0.0175,0.0077,0.0159,0.0113
140,0.4925,0.0190,0.0013,0.3823,0.0239,0.0161,0.0281,0.0085,0.0010,0.0274
141,0.9035,0.0251,0.0010,0.0340,0.0095,0.0027,0.0156,0.0044,0.0002,0.0040
142,0.9825,0.0027,0.0004,0.0008,0.0033,0.0009,0.0030,0.0056,0.0000,0.0009
143,0.8585,0.0678,0.0159,0.0047,0.0252,0.0105,0.0107,0.0040,0.0006,0.0022
144,0.9914,0.0010,0.0003,0.0002,0.0031,0.0004,0.0012,0.0021,0.0000,0.0004
145,0.2897,0.0156,0.0034,0.2129,0.0986,0.1193,0.0738,0.0584,0.0056,0.1226
146,0.9905,0.0024,0.0005,0.0003,0.0023,0.0004,0.0016,0.0014,0.0000,0.0006
147,0.8777,0.0498,0.0012,0.0442,0.0060,0.0018,0.0143,0.0021,0.0001,0.0028
148,0.8221,0.0459,0.0022,0.0204,0.0417,0.0171,0.0300,0.0142,0.0004,0.0060
149,0.1323,0.4822,0.1492,0.0086,0.0101,0.1504,0.0100,0.0003,0.0559,0.0010
150,0.9921,0.0055,0.0001,0.0003,0.0008,0.0001,0.0008,0.0001,0.0000,0.0001
151,0.8568,0.1330,0.0008,0.0030,0.0018,0.0004,0.0035,0.0002,0.0000,0.0004
152,0.2954,0.0173,0.0205,0.0370,0.2109,0.1909,0.0577,0.0496,0.0457,0.0749
153,0.5067,0.4693,0.0018,0.0155,0.0015,0.0006,0.0039,0.0002,0.0001,0.0005
154,0.2523,0.0082,0.0016,0.1801,0.2072,0.0499,0.0948,0.0799,0.0043,0.1216
155,0.1038,0.5686,0.0061,0.2495,0.0106,0.0425,0.0113,0.0003,0.0050,0.0023
156,0.9317,0.0136,0.0008,0.0185,0.0053,0.0022,0.0122,0.0114,0.0001,0.0041
157,0.3750,0.0134,0.0467,0.0053,0.1213,0.3013,0.0285,0.0623,0.0180,0.0281
158,0.4861,0.0731,0.0085,0.0213,0.0952,0.2545,0.0423,0.0074,0.0029,0.0088
159,0.4257,0.0107,0.0039,0.0214,0.1250,0.1274,0.0729,0.1531,0.0038,0.0561
160,0.1498,0.0380,0.0023,0.6417,0.0292,0.0804,0.0221,0.0113,0.0059,0.0194
161,0.9278,0.0289,0.0046,0.0022,0.0174,0.0073,0.0058,0.0043,0.0004,0.0014
162,0.8996,0.0166,0.0011,0.0140,0.0165,0.0040,0.0263,0.0149,0.0002,0.0069
163,0.5154,0.0051,0.0163,0.0033,0.0243,0.0125,0.0201,0.3828,0.0011,0.0191
164,0.2186,0.7028,0.0054,0.0606,0.0035,0.0030,0.0053,0.0002,0.0001,0.0005
165,0.5620,0.0083,0.0026,0.0830,0.0416,0.0309,0.0513,0.1467,0.0018,0.0718
166,0.3556,0.0234,0.0012,0.4629,0.0287,0.0262,0.0420,0.0106,0.0019,0.0475
167,0.5576,0.0036,0.0064,0.0027,0.0171,0.0088,0.0209,0.3631,0.0007,0.0190
168,0.8346,0.0162,0.0018,0.0035,0.0691,0.0400,0.0185,0.0114,0.0011,0.0038
169,0.2653,0.0084,0.0032,0.1486,0.1458,0.1033,0.0744,0.0984,0.0097,0.1430
170,0.1572,0.0108,0.0030,0.1000,0.3141,0.1407,0.0835,0.0611,0.0139,0.1156
171,0.9204,0.0676,0.0005,0.0026,0.0029,0.0006,0.0046,0.0003,0.0000,0.0005
172,0.6713,0.0067,0.0016,0.0090,0.0292,0.0106,0.0216,0.2352,0.0002,0.0147
173,0.2444,0.0051,0.0231,0.0070,0.1479,0.0809,0.0307,0.4106,0.0070,0.0434
174,0.4446,0.0089,0.0016,0.2734,0.0152,0.0257,0.0279,0.1540,0.0009,0.0479
175,0.9924,0.0032,0.0004,0.0002,0.0015,0.0002,0.0012,0.0007,0.0000,0.0003
176,0.3401,0.6472,0.0031,0.0049,0.0011,0.0003,0.0028,0.0001,0.0000,0.0003
177,0.9871,0.0047,0.0002,0.0004,0.0035,0.0004,0.0025,0.0008,0.0000,0.0005
178,0.9177,0.0155,0.0013,0.0089,0.0144,0.0041,0.0190,0.0146,0.0001,0.0043
179,0.4389,0.0109,0.0018,0.0610,0.1550,0.1224,0.0513,0.1026,0.0022,0.0540
180,0.7545,0.0113,0.0048,0.0154,0.0331,0.0176,0.0270,0.1165,0.0006,0.0191
181,0.5745,0.0032,0.0014,0.0054,0.0303,0.0116,0.0216,0.3331,0.0004,0.0186
182,0.9594,0.0315,0.0005,0.0021,0.0026,0.0007,0.0023,0.0004,0.0001,0.0004
183,0.1203,0.8717,0.0018,0.0043,0.0003,0.0002,0.0012,0.0000,0.0000,0.0001
184,0.0474,0.8941,0.0265,0.0127,0.0033,0.0096,0.0045,0.0002,0.0012,0.0006
185,0.7148,0.1226,0.0025,0.0987,0.0216,0.0083,0.0249,0.0019,0.0004,0.0043
186,0.9927,0.0007,0.0001,0.0001,0.0035,0.0002,0.0012,0.0011,0.0000,0.0004
187,0.0415,0.0030,0.9275,0.0010,0.0039,0.0088,0.0019,0.0021,0.0098,0.0006
188,0.9838,0.0060,0.0004,0.0007,0.0047,0.0006,0.0023,0.0008,0.0001,0.0005
189,0.9436,0.0193,0.0002,0.0053,0.0123,0.0014,0.0141,0.0019,0.0000,0.0018
190,0.3819,0.0631,0.0013,0.5070,0.0095,0.0122,0.0126,0.0021,0.0006,0.0097
191,0.6051,0.0812,0.0025,0.0853,0.0672,0.0259,0.1007,0.0143,0.0007,0.0171
192,0.1121,0.8779,0.0036,0.0039,0.0004,0.0006,0.0011,0.0001,0.0001,0.0002
193,0.8142,0.0203,0.0013,0.0255,0.0301,0.0091,0.0490,0.0382,0.0002,0.0120
194,0.4265,0.1270,0.0984,0.0255,0.0422,0.1531,0.0191,0.0024,0.0956,0.0101
195,0.9524,0.0338,0.0011,0.0045,0.0024,0.0007,0.0039,0.0006,0.0001,0.0006
196,0.0305,0.0050,0.9400,0.0005,0.0044,0.0077,0.0025,0.0015,0.0075,0.0003
197,0.0851,0.6450,0.2542,0.0030,0.0020,0.0051,0.0025,0.0004,0.0024,0.0003
198,0.9615,0.0317,0.0004,0.0015,0.0016,0.0003,0.0025,0.0003,0.0000,0.0003
199,0.6042,0.2054,0.0061,0.1480,0.0105,0.0054,0.0141,0.0012,0.0007,0.0042
200,0.9131,0.0419,0.0011,0.0286,0.0048,0.0015,0.0061,0.0013,0.0001,0.0015
201,0.1788,0.8039,0.0022,0.0103,0.0010,0.0005,0.0029,0.0001,0.0001,0.0002
202,0.6376,0.0600,0.0018,0.2420,0.0208,0.0047,0.0220,0.0028,0.0004,0.0078
203,0.0847,0.0553,0.0029,0.6655,0.0314,0.0954,0.0246,0.0049,0.0111,0.0243
204,0.9964,0.0016,0.0001,0.0001,0.0008,0.0001,0.0006,0.0002,0.0000,0.0001
205,0.5339,0.0155,0.0022,0.1860,0.0607,0.0552,0.0434,0.0462,0.0022,0.0548
206,0.9329,0.0312,0.0053,0.0041,0.0084,0.0040,0.0077,0.0043,0.0002,0.0019
207,0.4883,0.0570,0.0250,0.0379,0.1948,0.1034,0.0349,0.0081,0.0169,0.0336
208,0.8721,0.0101,0.0015,0.0279,0.0175,0.0034,0.0218,0.0327,0.0002,0.0127
209,0.6903,0.2346,0.0014,0.0529,0.0060,0.0023,0.0101,0.0005,0.0003,0.0018
210,0.3047,0.0151,0.1174,0.0045,0.1041,0.3215,0.0235,0.0086,0.0909,0.0097
211,0.5546,0.0263,0.0015,0.3182,0.0128,0.0093,0.0342,0.0179,0.0006,0.0246
212,0.1279,0.0753,0.0036,0.6515,0.0289,0.0510,0.0193,0.0021,0.0157,0.0245
213,0.5358,0.0138,0.0013,0.0864,0.0850,0.0703,0.0860,0.0632,0.0018,0.0565
214,0.9696,0.0184,0.0002,0.0029,0.0022,0.0005,0.0048,0.0007,0.0000,0.0007
215,0.9904,0.0056,0.0005,0.0003,0.0014,0.0003,0.0009,0.0004,0.0000,0.0003
216,0.8341,0.0168,0.0037,0.0041,0.0461,0.0197,0.0215,0.0488,0.0004,0.0048
217,0.3898,0.0038,0.0032,0.0115,0.0386,0.0244,0.0369,0.4446,0.0020,0.0451
218,0.9548,0.0397,0.0004,0.0010,0.0015,0.0002,0.0020,0.0002,0.0000,0.0002
219,0.2408,0.0193,0.0070,0.0610,0.2056,0.3067,0.0551,0.0208,0.0279,0.0559
220,0.9611,0.0291,0.0008,0.0020,0.0027,0.0005,0.0029,0.0005,0.0000,0.0005
221,0.3238,0.0139,0.0102,0.0105,0.1854,0.3707,0.0265,0.0346,0.0062,0.0181
222,0.9839,0.0036,0.0004,0.0006,0.0058,0.0007,0.0020,0.0022,0.0001,0.0006
223,0.9941,0.0015,0.0001,0.0002,0.0019,0.0003,0.0011,0.0006,0.0000,0.0003
224,0.9644,0.0254,0.0005,0.0012,0.0033,0.0007,0.0032,0.0006,0.0000,0.0005
225,0.3632,0.1138,0.0009,0.5002,0.0031,0.0041,0.0095,0.0009,0.0004,0.0039
226,0.0843,0.4908,0.3741,0.0035,0.0039,0.0218,0.0061,0.0004,0.0139,0.0011
227,0.9957,0.0015,0.0001,0.0001,0.0012,0.0001,0.0008,0.0004,0.0000,0.0002
228,0.5866,0.2331,0.0041,0.1340,0.0182,0.0068,0.0129,0.0008,0.0007,0.0030
229,0.1652,0.0399,0.4109,0.0044,0.0359,0.1781,0.0154,0.0028,0.1431,0.0043
230,0.9856,0.0111,0.0001,0.0005,0.0010,0.0001,0.0012,0.0001,0.0000,0.0002
231,0.7549,0.1181,0.0656,0.0042,0.0263,0.0133,0.0103,0.0040,0.0013,0.0021
232,0.1153,0.0078,0.0094,0.0451,0.2358,0.1696,0.0458,0.2768,0.0249,0.0695
233,0.4911,0.0251,0.0013,0.3951,0.0185,0.0072,0.0327,0.0081,0.0003,0.0205
234,0.9948,0.0014,0.0001,0.0001,0.0017,0.0002,0.0010,0.0005,0.0000,0.0002
235,0.2445,0.0208,0.0038,0.2176,0.1013,0.1426,0.0627,0.1029,0.0065,0.0974
236,0.9952,0.0011,0.0001,0.0001,0.0017,0.0001,0.0009,0.0006,0.0000,0.0002
237,0.1071,0.0228,0.8460,0.0014,0.0028,0.0080,0.0035,0.0012,0.0066,0.0007
238,0.1516,0.0132,0.0075,0.0205,0.2125,0.5068,0.0268,0.0087,0.0309,0.0215
239,0.9758,0.0093,0.0005,0.0030,0.0043,0.0017,0.0028,0.0015,0.0001,0.0009
240,0.9938,0.0014,0.0002,0.0001,0.0026,0.0002,0.0007,0.0009,0.0000,0.0002
241,0.5586,0.0050,0.0025,0.0078,0.0333,0.0133,0.0411,0.3032,0.0008,0.0343
242,0.9617,0.0243,0.0009,0.0036,0.0026,0.0009,0.0042,0.0008,0.0001,0.0008
243,0.8998,0.0146,0.0014,0.0084,0.0142,0.0040,0.0269,0.0241,0.0001,0.0066
244,0.9816,0.0101,0.0003,0.0012,0.0021,0.0004,0.0031,0.0006,0.0000,0.0006
245,0.5939,0.0167,0.0080,0.0031,0.2429,0.0384,0.0445,0.0364,0.0035,0.0126
246,0.8103,0.1145,0.0045,0.0415,0.0082,0.0019,0.0135,0.0024,0.0002,0.0031
247,0.2573,0.7199,0.0107,0.0053,0.0031,0.0012,0.0021,0.0001,0.0001,0.0002
248,0.1528,0.8015,0.0065,0.0300,0.0025,0.0020,0.0037,0.0002,0.0002,0.0005
249,0.7343,0.0680,0.0009,0.1398,0.0156,0.0037,0.0281,0.0042,0.0002,0.0052
250,0.2999,0.5852,0.0020,0.0936,0.0045,0.0019,0.0112,0.0003,0.0002,0.0012
251,0.9964,0.0018,0.0001,0.0001,0.0008,0.0001,0.0004,0.0002,0.0000,0.0001
252,0.6674,0.0258,0.0012,0.0481,0.1096,0.0164,0.0870,0.0174,0.0009,0.0263
253,0.8489,0.1387,0.0012,0.0036,0.0028,0.0004,0.0036,0.0003,0.0000,0.0004
254,0.1494,0.0357,0.7648,0.0020,0.0066,0.0107,0.0044,0.0024,0.0227,0.0014
255,0.9929,0.0038,0.0002,0.0003,0.0011,0.0002,0.0010,0.0003,0.0000,0.0002
256,0.5980,0.0098,0.0004,0.2121,0.0134,0.0082,0.0552,0.0638,0.0003,0.0387
257,0.8691,0.0118,0.0010,0.0134,0.0194,0.0079,0.0309,0.0360,0.0003,0.0101
258,0.9046,0.0772,0.0011,0.0027,0.0074,0.0015,0.0043,0.0007,0.0001,0.0004
259,0.9883,0.0066,0.0004,0.0007,0.0016,0.0003,0.0014,0.0004,0.0000,0.0003
260,0.4998,0.0687,0.0012,0.3770,0.0163,0.0055,0.0209,0.0028,0.0002,0.0076
261,0.1766,0.0125,0.0029,0.0479,0.1131,0.5709,0.0275,0.0128,0.0124,0.0234
262,0.5001,0.4370,0.0019,0.0430,0.0045,0.0016,0.0102,0.0004,0.0001,0.0012
263,0.9932,0.0015,0.0001,0.0002,0.0023,0.0002,0.0013,0.0008,0.0000,0.0003
264,0.7596,0.0153,0.0012,0.0174,0.0606,0.0179,0.0521,0.0579,0.0007,0.0173
265,0.2725,0.4042,0.0020,0.2872,0.0093,0.0046,0.0171,0.0005,0.0003,0.0023
266,0.3946,0.2952,0.0023,0.2826,0.0052,0.0020,0.0139,0.0011,0.0002,0.0028
267,0.9945,0.0020,0.0002,0.0001,0.0013,0.0003,0.0010,0.0004,0.0000,0.0002
